vintage_period,vintage_timestamp_start,target_quarter,within_quarter_origin,n_monthly_series,n_monthly_obs,factor_order,llf_final,em_iterations,em_tolerance_used,em_maxiter_used,em_convergence_delta_last,llf_path_json,converged_flag,sample_end_period,model_index_generated,model_index_type,model_index_monotonic,row_labels_type,row_labels_monotonic
2002-03,2002-03-01,2002Q1,3,48,518,1,-23069.75792188326,54,2e-06,100,1.9068144808069955e-06,"[-23106.51272657839, -23085.680075309276, -23083.089007915776, -23081.366345603885, -23080.063870293237, -23079.021125872026, -23078.158008598097, -23077.427190513605, -23076.797836073165, -23076.248562124594, -23075.76388875082, -23075.332249279258, -23074.944786267446, -23074.59458093592, -23074.276138469755, -23073.985032513927, -23073.717652904455, -23073.471022616555, -23073.242662409466, -23073.030489100973, -23072.83273802119, -23072.647903147536, -23072.474690362935, -23072.31198058357, -23072.158800397843, -23072.014298483693, -23071.877726514882, -23071.748423586243, -23071.625803420924, -23071.509343793758, -23071.39857773319, -23071.293086160196, -23071.192491695707, -23071.096453423997, -23071.004662442716, -23070.91683806354, -23070.832724554057, -23070.752088331836, -23070.67471553813, -23070.60040993186, -23070.52899105481, -23070.460292627482, -23070.394161141943, -23070.330454623465, -23070.26904153741, -23070.20979982143, -23070.152616026266, -23070.097384550856, -23070.044006959626, -23069.99239137173, -23069.942451913237, -23069.894108224682, -23069.847285017524, -23069.801911673676, -23069.75792188326]",True,2002-02,False,PeriodIndex,True,PeriodIndex,True
2002-04,2002-04-01,2002Q2,1,48,519,1,-23115.846467101903,54,2e-06,100,1.927125425956503e-06,"[-23152.676590787574, -23131.547296308698, -23128.970562423685, -23127.263395469312, -23125.976317192977, -23124.94841422113, -23124.09938154053, -23123.381806414673, -23122.764828458072, -23122.227072449423, -23121.753084489297, -23121.331333607828, -23120.95300284594, -23120.61121581131, -23120.300520293167, -23120.016531772395, -23119.755680582835, -23119.515028537775, -23119.29213340354, -23119.08494709544, -23118.891738111393, -23118.711031684314, -23118.541563082214, -23118.382240793937, -23118.232117236712, -23118.090365248554, -23117.956259073628, -23117.82915886853, -23117.70849799075, -23117.59377250264, -23117.484532452465, -23117.38037459007, -23117.280936248528, -23117.1858901788, -23117.094940167757, -23117.007817303678, -23116.924276779493, -23116.844095144916, -23116.767067934874, -23116.693007614962, -23116.62174179492, -23116.553111669782, -23116.486970655027, -23116.42318318777, -23116.361623670542, -23116.302175537843, -23116.244730428938, -23116.18918745277, -23116.13545253289, -23116.083437822377, -23116.033061179915, -23115.984245699463, -23115.93691928724, -23115.891014280296, -23115.846467101903]",True,2002-03,False,PeriodIndex,True,PeriodIndex,True
2002-05,2002-05-01,2002Q2,2,48,520,1,-23166.348681219846,54,2e-06,100,1.934809965535796e-06,"[-23203.320036870773, -23182.080926208073, -23179.49961471203, -23177.791182973822, -23176.503581847333, -23175.47526129739, -23174.62574661441, -23173.90759795838, -23173.289968959118, -23172.751506729473, -23172.276777905652, -23171.85426782789, -23171.47517169283, -23171.132621852616, -23170.821172227268, -23170.53644248817, -23170.274865741307, -23170.03350554406, -23169.809920666157, -23169.60206349605, -23169.408202628336, -23169.226863128664, -23169.05677991614, -23168.89686100917, -23168.746158276925, -23168.603843963636, -23168.469191696873, -23168.341561010246, -23168.220384643435, -23168.105158054143, -23167.995430704388, -23167.890798779626, -23167.790899072337, -23167.695403817674, -23167.604016311692, -23167.51646717661, -23167.432511163483, -23167.351924403392, -23167.274502035012, -23167.200056148955, -23167.128414000166, -23167.059416447977, -23166.99291659018, -23166.928778563157, -23166.866876484688, -23166.807093519503, -23166.74932105124, -23166.693457946407, -23166.63940989855, -23166.58708884247, -23166.53641242945, -23166.487303556416, -23166.439689942184, -23166.3935037455, -23166.348681219846]",True,2002-04,False,PeriodIndex,True,PeriodIndex,True
2002-06,2002-06-01,2002Q2,3,48,521,1,-23209.238090082607,55,2e-06,100,1.9034816939050041e-06,"[-23246.507468867385, -23225.33623803261, -23222.662119924542, -23220.890140276773, -23219.55889442753, -23218.50077449523, -23217.630994226638, -23216.8990664091, -23216.272033214183, -23215.72710101852, -23215.24786334118, -23214.822152426525, -23214.4407267582, -23214.096427160235, -23213.783612985026, -23213.497773933563, -23213.23525614824, -23212.993064876806, -23212.76871970819, -23212.56014665895, -23212.365596563257, -23212.183582543923, -23212.01283152922, -23211.852246247778, -23211.700875136754, -23211.557888294017, -23211.42255809559, -23211.29424344904, -23211.17237690623, -23211.05645404385, -23210.94602465639, -23210.84068540848, -23210.740073670135, -23210.64386231704, -23210.55175532285, -23210.46348400522, -23210.37880381416, -23210.297491572783, -23210.21934309692, -23210.144171133878, -23210.071803570696, -23210.002081871367, -23209.93485970905, -23209.870001765106, -23209.807382671308, -23209.74688607541, -23209.68840381331, -23209.63183517361, -23209.57708624257, -23209.52406931914, -23209.472702391373, -23209.422908666522, -23209.37461614854, -23209.327757257266, -23209.282268484487, -23209.238090082607]",True,2002-05,False,PeriodIndex,True,PeriodIndex,True
2002-07,2002-07-01,2002Q3,1,48,522,1,-23245.647524683143,55,2e-06,100,1.9170989179539014e-06,"[-23282.55727774058, -23261.46778208999, -23258.88422444895, -23257.175175597313, -23255.88745882838, -23254.859140689856, -23254.009639666954, -23253.29147978114, -23252.67379986526, -23252.135239713636, -23251.660361684626, -23251.237648345414, -23250.858293071775, -23250.51542714123, -23250.203604057293, -23249.91844367767, -23249.656379844622, -23249.414477343016, -23249.190296596484, -23248.981792005925, -23248.78723446915, -23248.60515158089, -23248.43428095506, -23248.273533416697, -23248.12196370582, -23247.978746961035, -23247.843159693453, -23247.714564281065, -23247.592396245785, -23247.476153747397, -23247.365388855862, -23247.25970026017, -23247.158727144786, -23247.06214402053, -23246.969656340436, -23246.880996764176, -23246.795921961384, -23246.714209864713, -23246.635657300023, -23246.560077934082, -23246.48730049084, -23246.417167195686, -23246.34953241401, -23246.28426145595, -23246.221229523806, -23246.160320782383, -23246.101427535505, -23246.04444949452, -23245.989293126982, -23245.935871075024, -23245.88410163484, -23245.83390828972, -23245.785219290112, -23245.737967275294, -23245.692088931577, -23245.647524683143]",True,2002-06,False,PeriodIndex,True,PeriodIndex,True
2002-08,2002-08-01,2002Q3,2,48,523,1,-23290.415672122275,55,2e-06,100,1.9242476902318187e-06,"[-23327.51543427003, -23306.263841357082, -23303.677831244247, -23301.971111620645, -23300.684822071147, -23299.656990488194, -23298.807339782954, -23298.088622882595, -23297.470129689744, -23296.93059944347, -23296.454661002437, -23296.030841986252, -23295.65036646092, -23295.306386544537, -23294.993469711582, -23294.70724495013, -23294.44415180603, -23294.20125834179, -23293.976126548747, -23293.766711200784, -23293.57128274601, -23293.388367775417, -23293.21670253887, -23293.05519627619, -23292.902902020447, -23292.758993151896, -23292.622744421074, -23292.493516476832, -23292.370743165986, -23292.2539210415, -23292.14260064342, -23292.036379211982, -23291.934894565456, -23291.837819930395, -23291.744859555318, -23291.655744972246, -23291.570231796388, -23291.488096975336, -23291.40913641521, -23291.333162924333, -23291.26000442553, -23291.18950239652, -23291.121510504814, -23291.05589340899, -23290.992525702837, -23290.931290982568, -23290.872081020498, -23290.8147950309, -23290.759339016146, -23290.705625182807, -23290.653571419032, -23290.60310082556, -23290.55414129402, -23290.506625126825, -23290.460488693956, -23290.415672122275]",True,2002-07,False,PeriodIndex,True,PeriodIndex,True
2002-09,2002-09-01,2002Q3,3,48,524,1,-23337.97354888513,55,2e-06,100,1.928158940518793e-06,"[-23374.978179668993, -23353.791082182535, -23351.227556417576, -23349.529501205016, -23348.247734021454, -23347.22243463749, -23346.37418553476, -23345.656193477902, -23345.038013567042, -23344.49854589334, -23344.022518404694, -23343.598520180094, -23343.217813477357, -23342.87357409045, -23342.560384060645, -23342.273881206733, -23342.010510289707, -23341.76734231317, -23341.541940788746, -23341.33226113438, -23341.136573914264, -23340.95340553001, -23340.781491878275, -23340.619741770883, -23340.467207793372, -23340.323062891985, -23340.186581415528, -23340.05712365303, -23339.93412313702, -23339.81707615182, -23339.705533012326, -23339.599090773758, -23339.497387105504, -23339.400095117195, -23339.306918968294, -23339.21759012563, -23339.13186415952, -23339.04951798963, -23338.97034750816, -23338.894165520876, -23338.820799957182, -23338.750092308474, -23338.681896261347, -23338.616076497376, -23338.552507636075, -23338.491073301037, -23338.431665292752, -23338.37418285373, -23338.318532014113, -23338.26462500725, -23338.21237974675, -23338.161719357173, -23338.112571752135, -23338.064869254078, -23338.018548250864, -23337.97354888513]",True,2002-08,False,PeriodIndex,True,PeriodIndex,True
2002-10,2002-10-01,2002Q4,1,48,525,1,-23379.938526435923,55,2e-06,100,1.924595724091316e-06,"[-23416.918212596363, -23395.76762908895, -23393.193395604016, -23391.49019347306, -23390.205854233907, -23389.179375044623, -23388.33072699124, -23387.612775473484, -23386.99487908629, -23386.45582311373, -23385.98026798288, -23385.556763076253, -23385.17654752246, -23384.832783937258, -23384.5200471957, -23384.233971591446, -23383.971000560166, -23383.72820509648, -23383.503149473814, -23383.29379030422, -23383.09839956792, -23382.915505173958, -23382.743844537563, -23382.582327952026, -23382.430009419193, -23382.286063221305, -23382.14976495608, -23382.020476072634, -23381.897631176376, -23381.780727540765, -23381.669316390628, -23381.562995617096, -23381.461403656736, -23381.364214322886, -23381.27113242035, -23381.181890007796, -23381.096243198383, -23381.013969409847, -23380.934864991606, -23380.858743169374, -23380.785432258435, -23380.7147741051, -23380.646622722554, -23380.580843093187, -23380.517310113748, -23380.4559076636, -23380.39652777936, -23380.33906992175, -23380.28344032271, -23380.229551402426, -23380.17732124759, -23380.126673143306, -23380.07753515221, -23380.029839735198, -23379.98352340894, -23379.938526435923]",True,2002-09,False,PeriodIndex,True,PeriodIndex,True
2002-11,2002-11-01,2002Q4,2,48,526,1,-23435.4910429603,55,2e-06,100,1.9256911091349043e-06,"[-23472.705131448558, -23451.357352108455, -23448.775882543712, -23447.067607362642, -23445.77938553824, -23444.74984429415, -23443.898761772798, -23443.17887048379, -23442.559425887765, -23442.019130468925, -23441.542578035587, -23441.118264764933, -23440.737387671696, -23440.393076299762, -23440.07987971449, -23439.79341216023, -23439.53010154915, -23439.287006883747, -23439.06168318772, -23438.852079946453, -23438.656463654093, -23438.473358000156, -23438.301497157874, -23438.139788933142, -23437.987285423053, -23437.84315945526, -23437.70668552081, -23437.57722423112, -23437.454209561787, -23437.33713831709, -23437.225561376705, -23437.11907638211, -23437.017321593623, -23436.91997070451, -23436.826728442324, -23436.737326820716, -23436.651521932064, -23436.56909119113, -23436.489830957238, -23436.413554475064, -23436.340090084974, -23436.269279662087, -23436.200977250468, -23436.13504786411, -23436.071366431013, -23436.00981686076, -23435.950291218567, -23435.8926889918, -23435.836916436783, -23435.782885995675, -23435.730515774674, -23435.679729075873, -23435.630453976384, -23435.58262294915, -23435.536172520493, -23435.4910429603]",True,2002-10,False,PeriodIndex,True,PeriodIndex,True
2002-12,2002-12-01,2002Q4,3,49,527,1,-24061.37894679004,85,2e-06,100,1.8701493078883844e-06,"[-26507.90246350909, -25441.97117911198, -25114.513752289546, -24856.358249735655, -24641.396547097662, -24478.371536790874, -24370.1178246843, -24305.363468719035, -24267.252638120674, -24242.660198135658, -24224.49427300696, -24209.801788518897, -24197.592417798856, -24187.554406103136, -24179.396232359963, -24172.466651500858, -24165.256365527395, -24153.897647414677, -24131.198608588806, -24102.941075383016, -24087.69295034769, -24082.05961639556, -24079.629863283444, -24078.13063437868, -24076.94697162245, -24075.918589556557, -24074.99624968146, -24074.158228780725, -24073.391056536544, -24072.684816944333, -24072.031713959623, -24071.425441563402, -24070.860810878694, -24070.333494852828, -24069.83984284754, -24069.376742247376, -24068.94151337873, -24068.531828660492, -24068.145649693146, -24067.781177811255, -24067.43681485839, -24067.11113180317, -24066.802843424477, -24066.51078773377, -24066.233909122762, -24065.971244462424, -24065.721911555847, -24065.485099480662, -24065.260060457935, -24065.046102961816, -24064.84258584332, -24064.648913288285, -24064.46453046494, -24064.288919744882, -24064.12159740366, -24063.96211072418, -24063.81003544075, -24063.66497347227, -24063.526550902407, -24063.394416171577, -24063.26823845161, -24063.147706178755, -24063.03252572439, -24062.922420186365, -24062.817128286162, -24062.716403359533, -24062.620012429947, -24062.527735355765, -24062.43936404326, -24062.3547017187, -24062.27356225361, -24062.195769538128, -24062.12115689785, -24062.049566550366, -24061.98084909788, -24061.914863052916, -24061.851474394345, -24061.79055615137, -24061.731988013147, -24061.675655962274, -24061.62145193023, -24061.569273473302, -24061.51902346746, -24061.470609820928, -24061.4239452033, -24061.37894679004]",True,2002-11,False,PeriodIndex,True,PeriodIndex,True
2003-01,2003-01-01,2003Q1,1,49,528,1,-24106.655962804492,54,2e-06,100,1.917967741871291e-06,"[-24143.265156614623, -24122.25317776202, -24119.755283353057, -24118.10543032095, -24116.86024752629, -24115.862258506568, -24115.034027685026, -24114.330396277233, -24113.722216436352, -24113.189399917108, -24112.7174589949, -24112.29559033318, -24111.915527550114, -24111.570812956947, -24111.25631426003, -24110.96789236746, -24110.702166492276, -24110.456344119986, -24110.228095475228, -24110.015459257927, -24109.816770806778, -24109.630606635175, -24109.455741105972, -24109.29111223059, -24109.13579441118, -24108.9889765252, -24108.849944162153, -24108.71806511758, -24108.59277746411, -24108.473579677404, -24108.360022412926, -24108.2517016179, -24108.148252730145, -24108.049345767155, -24107.954681148418, -24107.8639861249, -24107.777011714086, -24107.69353005784, -24107.61333213554, -24107.536225777236, -24107.46203393103, -24107.390593146927, -24107.321752245574, -24107.255371145584, -24107.191319827492, -24107.1294774155, -24107.069731361502, -24107.01197671792, -24106.956115488007, -24106.902056043924, -24106.84971260425, -24106.799004763816, -24106.749857069583, -24106.702198637333, -24106.655962804492]",True,2002-12,False,PeriodIndex,True,PeriodIndex,True
2003-02,2003-02-01,2003Q1,2,49,529,1,-24145.819628673413,54,2e-06,100,1.8867011783053917e-06,"[-24182.53989155303, -24161.125762026277, -24158.624592331747, -24156.988234696746, -24155.75937282102, -24154.777806314276, -24153.96533896891, -24153.276598677887, -24152.682408749064, -24152.16271553005, -24151.7030848667, -24151.292769526328, -24150.923556093196, -24150.589035181198, -24150.28411813599, -24150.004705332256, -24149.747451860057, -24149.509598028235, -24149.28884428041, -24149.083257294013, -24148.891198432408, -24148.71126850979, -24148.542264648706, -24148.383146226435, -24148.233007737897, -24148.091056980695, -24147.956597377248, -24147.82901354242, -24147.707759419434, -24147.592348463775, -24147.482345472377, -24147.377359743605, -24147.277039320557, -24147.181066121426, -24147.089151800486, -24147.001034213987, -24146.916474389476, -24146.83525391599, -24146.757172687918, -24146.682046947142, -24146.609707577903, -24146.539998616725, -24146.472775945906, -24146.407906144235, -24146.345265473134, -24146.284738979466, -24146.226219699493, -24146.169607950535, -24146.11481069919, -24146.0617409963, -24146.01031747045, -24145.960463872914, -24145.912108667908, -24145.865184662733, -24145.819628673413]",True,2003-01,False,PeriodIndex,True,PeriodIndex,True
