vintage_period,vintage_timestamp_start,target_quarter,within_quarter_origin,n_monthly_series,n_monthly_obs,factor_order,llf_final,em_iterations,em_tolerance_used,em_maxiter_used,em_convergence_delta_last,llf_path_json,converged_flag,sample_end_period,model_index_generated,model_index_type,model_index_monotonic,row_labels_type,row_labels_monotonic
2013-11,2013-11-01,2013Q4,2,50,658,1,-30189.28602405145,40,2e-06,100,1.908660929147024e-06,"[-30221.35315244922, -30201.66859872097, -30199.395191642183, -30197.976124580837, -30196.93004805906, -30196.09987133544, -30195.413690521593, -30194.83172630919, -30194.329181773206, -30193.889316991485, -30193.50018510619, -30193.152909288256, -30192.840691078432, -30192.558200010237, -30192.30117746481, -30192.0661684325, -30191.850333536262, -30191.65131353531, -30191.467129340934, -30191.29610676632, -30191.136818930456, -30190.988041529476, -30190.848717657875, -30190.717929830134, -30190.594877506755, -30190.47885888038, -30190.369255995003, -30190.265522498965, -30190.16717349767, -30190.07377709391, -30189.98494729465, -30189.900338031963, -30189.819638097862, -30189.74256683363, -30189.668870444966, -30189.598318839304, -30189.530702900658, -30189.46583213288, -30189.403532614357, -30189.34364521715, -30189.28602405145]",True,2013-10,False,PeriodIndex,True,PeriodIndex,True
2013-12,2013-12-01,2013Q4,3,50,659,1,-30250.27517852821,40,2e-06,100,1.8961986497452694e-06,"[-30282.39707910968, -30262.673520943223, -30260.39024817249, -30258.966341989097, -30257.917125373515, -30257.08475213716, -30256.39701045958, -30255.813945443668, -30255.310644347228, -30254.87028550983, -30254.48086211535, -30254.133452215458, -30253.8212227743, -30253.538816466295, -30253.281953590114, -30253.04716245211, -30252.831590386275, -30252.63286751246, -30252.44900618968, -30252.27832533585, -30252.119392499197, -30251.970978870006, -30251.832023897645, -30251.701607150157, -30251.578925711045, -30251.463275861577, -30251.35403811619, -30251.250664907522, -30251.1526703837, -30251.059621903398, -30250.971132905393, -30250.886856898825, -30250.8064823728, -30250.72972846463, -30250.65634125767, -30250.58609060407, -30250.5187673876, -30250.454181156783, -30250.392158071198, -30250.33253911354, -30250.27517852821]",True,2013-11,False,PeriodIndex,True,PeriodIndex,True
2014-01,2014-01-01,2014Q1,1,50,660,1,-30297.313822039934,40,2e-06,100,1.9115900053987684e-06,"[-30329.577605258037, -30309.736641875978, -30307.452464040303, -30306.028541814376, -30304.979433329114, -30304.147097006397, -30303.45926498113, -30302.87597543345, -30302.37232576782, -30301.93150990889, -30301.541537587946, -30301.19350259903, -30300.880586180807, -30300.597443627434, -30300.33980622591, -30300.104211753685, -30299.887815647442, -30299.688254917506, -30299.503547751723, -30299.332017974244, -30299.17223724202, -30299.0229801676, -30298.883189033426, -30298.751945736258, -30298.628449257492, -30298.51199740888, -30298.40197192266, -30298.297826183512, -30298.199075066208, -30298.105286465176, -30298.016074193692, -30297.931091999442, -30297.85002849577, -30297.77260284846, -30297.69856108937, -30297.627672952724, -30297.55972914944, -30297.494539010193, -30297.431928440004, -30297.371738137583, -30297.313822039934]",True,2013-12,False,PeriodIndex,True,PeriodIndex,True
2014-02,2014-02-01,2014Q1,2,50,661,1,-30387.745923386363,40,2e-06,100,1.9055096994465377e-06,"[-30420.94667425444, -30400.191623062863, -30397.880680890677, -30396.449500204395, -30395.39771835134, -30394.564672620392, -30393.877094450872, -30393.294536609952, -30392.791841919043, -30392.35206598849, -30391.963142360182, -30391.616123135256, -30391.304167536724, -30391.021920268216, -30390.76510871701, -30390.530270669482, -30390.314563813416, -30390.115628640393, -30389.93148743004, -30389.760468328946, -30389.60114731628, -30389.452303189217, -30389.312882199254, -30389.181969956273, -30389.058768882434, -30388.94257995647, -30388.832787811527, -30388.728848480278, -30388.6302792486, -30388.536650202506, -30388.447577144943, -30388.362715628566, -30388.28175590345, -30388.204418619316, -30388.130451153476, -30388.059624460344, -30387.99173035781, -30387.92657918123, -30387.86399774807, -30387.803827586133, -30387.745923386363]",True,2014-01,False,PeriodIndex,True,PeriodIndex,True
2014-03,2014-03-01,2014Q1,3,50,662,1,-30436.816634000537,40,2e-06,100,1.8732779842555646e-06,"[-30469.341321596126, -30449.24263912885, -30446.933874080158, -30445.49847729093, -30444.442993089015, -30443.607089836478, -30442.91744546824, -30442.33350715851, -30441.830006509022, -30441.389896552595, -30441.001021544165, -30440.65435819043, -30440.34300311426, -30440.061549525315, -30439.80568266206, -30439.571905893332, -30439.357348828577, -30439.159629056972, -30438.976750176145, -30438.807025093218, -30438.649017359756, -30438.50149564638, -30438.363397965084, -30438.23380323718, -30438.111908473547, -30437.99701029562, -30437.888489850437, -30437.78580040569, -30437.688457079894, -30437.596028287313, -30437.50812857044, -30437.42441256276, -30437.344569878278, -30437.268320765346, -30437.195412394132, -30437.12561567237, -30437.05872250346, -30436.994543416757, -30436.93290551231, -30436.873650672453, -30436.816634000537]",True,2014-02,False,PeriodIndex,True,PeriodIndex,True
2014-04,2014-04-01,2014Q2,1,50,663,1,-30467.347834933942,40,2e-06,100,1.8668694682801806e-06,"[-30499.549410923144, -30479.736681257673, -30477.438604345723, -30476.00718361144, -30474.95413964259, -30474.1200707493, -30473.431954982865, -30472.84936105938, -30472.347075444384, -30471.90807833783, -30471.52022904619, -30471.174513835143, -30470.86403630719, -30470.583395376212, -30470.328281293834, -30470.09520200835, -30469.88129138433, -30469.68417098585, -30469.501848122694, -30469.33263915973, -30469.175110858505, -30469.028034859824, -30468.89035191592, -30468.761143470023, -30468.63960884945, -30468.525046800154, -30468.416840415513, -30468.31444474499, -30468.21737653741, -30468.12520569846, -30468.037548134926, -30467.95405972842, -30467.874431235126, -30467.79838394894, -30467.7256659975, -30467.656049165817, -30467.58932616146, -30467.525308251345, -30467.463823212413, -30467.404713548487, -30467.347834933942]",True,2014-03,False,PeriodIndex,True,PeriodIndex,True
2014-05,2014-05-01,2014Q2,2,50,664,1,-30534.98920276741,40,2e-06,100,1.8638579875751024e-06,"[-30567.250222843453, -30547.42701581607, -30545.117290253525, -30543.67876448414, -30542.620865138975, -30541.783167806945, -30541.092172031407, -30540.50720448015, -30540.002915746372, -30539.562201746987, -30539.172865022076, -30538.82585111855, -30538.514233035, -30538.232585877435, -30537.976580893424, -30537.742710559593, -30537.52809594711, -30537.330347906805, -30537.147464682203, -30536.977754896863, -30536.819778651297, -30536.672301816332, -30536.534260116823, -30536.40473059305, -30536.282908698853, -30536.16808975886, -30536.059653833865, -30535.957053276925, -30535.859802432766, -30535.76746905829, -30535.679667135504, -30535.596050818564, -30535.516309310562, -30535.44016250685, -30535.367357273986, -30535.297664258345, -30535.230875138237, -30535.16680024926, -30535.105266524788, -30535.046115703975, -30534.98920276741]",True,2014-04,False,PeriodIndex,True,PeriodIndex,True
2014-06,2014-06-01,2014Q2,3,50,665,1,-30580.513447913356,40,2e-06,100,1.865913158475556e-06,"[-30612.75559496065, -30592.939353537346, -30590.62701809599, -30589.189643177393, -30588.134095001824, -30587.298908487042, -30586.610217511683, -30586.027238013983, -30585.524608963067, -30585.08525229402, -30584.697008591953, -30584.35086266428, -30584.039923649834, -30583.758798242336, -30583.503184576497, -30583.269597697592, -30583.055177486523, -30582.857550422625, -30582.674727725775, -30582.505028801832, -30582.34702272479, -30582.199482848635, -30582.06135115237, -30581.931709914803, -30581.809758986754, -30581.694797390395, -30581.58620830087, -30581.483446697624, -30581.38602914229, -30581.29352526382, -30581.20555062504, -30581.12176071424, -30581.04184585911, -30580.965526901244, -30580.892551501216, -30580.822690969224, -30580.755737535954, -30580.691501993697, -30580.629811650375, -30580.570508549026, -30580.513447913356]",True,2014-05,False,PeriodIndex,True,PeriodIndex,True
2014-07,2014-07-01,2014Q3,1,50,666,1,-30627.462577799226,40,2e-06,100,1.8629348300153577e-06,"[-30659.68098383942, -30639.860433512564, -30637.5598801605, -30636.1282108986, -30635.075884954196, -30634.24270813247, -30633.555357885605, -30632.973316815314, -30632.471368385028, -30632.032518798595, -30631.64466067121, -30631.29881248531, -30630.988106076307, -30630.707163981693, -30630.451695732816, -30630.21822478041, -30630.003897332837, -30629.806344711465, -30629.623581890257, -30629.45393121602, -30629.295964085668, -30629.14845570013, -30629.01034951458, -30628.880728992735, -30628.758794939673, -30628.64384714824, -30628.535269417196, -30628.432517231427, -30628.33510756257, -30628.242610372356, -30628.15464149363, -30628.070856633673, -30627.990946297494, -30627.91463146999, -30627.84165992718, -30627.771803071926, -30627.704853208867, -30627.64062118892, -30627.57893436608, -30627.519634819164, -30627.462577799226]",True,2014-06,False,PeriodIndex,True,PeriodIndex,True
2014-08,2014-08-01,2014Q3,2,50,667,1,-30703.91639779963,40,2e-06,100,1.8700427183509514e-06,"[-30736.55661895344, -30716.329678848764, -30714.021998112847, -30712.593495375746, -30711.543736049527, -30710.712309364513, -30710.026061080323, -30709.444621947092, -30708.942894038584, -30708.50397727084, -30708.115837534966, -30707.76955013831, -30707.458290723538, -30707.176715462363, -30706.920559634465, -30706.686366354195, -30706.47129680842, -30706.27299369077, -30706.08948056944, -30705.91908624244, -30705.760386901973, -30705.61216126279, -30705.473355301056, -30705.3430542318, -30705.220460014923, -30705.10487313636, -30704.995677731487, -30704.8923293478, -30704.794344810165, -30704.70129377511, -30704.61279165186, -30704.528493637226, -30704.44808966385, -30704.371300101822, -30704.297872085437, -30704.227576360856, -30704.160204570544, -30704.095566905016, -30704.033490065227, -30703.9738154886, -30703.91639779963]",True,2014-07,False,PeriodIndex,True,PeriodIndex,True
2014-09,2014-09-01,2014Q3,3,50,668,1,-30733.612148194115,40,2e-06,100,1.8706924330692089e-06,"[-30766.872685364197, -30746.038446002767, -30743.726817586772, -30742.29947271917, -30741.249558883246, -30740.417462462374, -30739.73040374247, -30739.148161019522, -30738.6456904476, -30738.20610678046, -30737.81737468702, -30737.470562357572, -30737.158836828832, -30736.876845983636, -30736.620317767818, -30736.38578904742, -30736.170415773657, -30735.971836277968, -30735.788070493047, -30735.61744417603, -30735.458530962038, -30735.31010740241, -30735.17111763144, -30735.040645286394, -30734.91789096784, -30734.80215398422, -30734.69281744594, -30734.589336004246, -30734.491225697107, -30734.39805548755, -30734.30944017156, -30734.22503440194, -30734.14452762733, -30734.06763978608, -30733.994117626346, -30733.923731548173, -30733.85627288305, -30733.791551541515, -30733.729393971975, -30733.669641383578, -30733.612148194115]",True,2014-08,False,PeriodIndex,True,PeriodIndex,True
2014-10,2014-10-01,2014Q4,1,50,669,1,-30795.184520585786,40,2e-06,100,1.8744345352421888e-06,"[-30828.31044746725, -30807.554920443385, -30805.258716366017, -30803.83637806857, -30802.790578537395, -30801.96219584869, -30801.278512973135, -30800.69933051226, -30800.19962330401, -30799.762526388025, -30799.37602591778, -30799.031211606867, -30798.721271179405, -30798.44087187557, -30798.185759453674, -30797.952487005074, -30797.738225173212, -30797.540625550937, -30797.357720023538, -30797.18784511782, -30797.02958417689, -30796.881722510912, -30796.74321216603, -30796.613143935963, -30796.49072490385, -30796.37526025896, -30796.26613845456, -30796.162819003097, -30796.06482237174, -30795.97172156467, -30795.883135069802, -30795.79872091704, -30795.71817164785, -30795.641210036272, -30795.567585433142, -30795.497070629805, -30795.42945915687, -30795.364562949115, -30795.302210319758, -30795.24224419727, -30795.184520585786]",True,2014-09,False,PeriodIndex,True,PeriodIndex,True
2014-11,2014-11-01,2014Q4,2,50,670,1,-30847.599712177755,40,2e-06,100,1.8672150535576217e-06,"[-30879.781311084975, -30859.969141211506, -30857.68241139898, -30856.25838848293, -30855.210973689354, -30854.38124307061, -30853.696426950228, -30853.116290947313, -30852.615784445945, -30852.178021547785, -30851.790970360344, -30851.44570485657, -30851.13539902934, -30850.854708177292, -30850.59936770764, -30850.365921762248, -30850.15153325993, -30849.95384713215, -30849.77088952135, -30849.600992002506, -30849.442733646865, -30849.2948960768, -30849.156428152335, -30849.026417912195, -30848.904070055323, -30848.788687706096, -30848.67965752819, -30848.576437482072, -30848.478546688457, -30848.385556982917, -30848.29708583897, -30848.212790405985, -30848.13236246123, -30848.05552411579, -30847.98202414575, -30847.911634844593, -30847.844149312223, -30847.779379111355, -30847.717152234454, -30847.65731133408, -30847.599712177755]",True,2014-10,False,PeriodIndex,True,PeriodIndex,True
2014-12,2014-12-01,2014Q4,3,50,671,1,-30894.925823306938,40,2e-06,100,1.8622571064593934e-06,"[-30927.113461581648, -30907.294614551447, -30905.007769017644, -30903.584099144136, -30902.536932290262, -30901.707319770067, -30901.0225284701, -30900.442358215172, -30899.941782909595, -30899.5039331672, -30899.11678801691, -30898.77142858997, -30898.461033505744, -30898.18026096995, -30897.92484811841, -30897.69134000958, -30897.476899919577, -30897.27917275476, -30897.09618437508, -30896.926265904684, -30896.76799585917, -30896.620155245757, -30896.48169228191, -30896.35169435902, -30896.229365539548, -30896.114008332803, -30896.005008815664, -30895.901824394292, -30895.803973669757, -30895.71102799356, -30895.62260439054, -30895.538359595987, -30895.457985006396, -30895.381202383796, -30895.307760185176, -30895.237430413064, -30895.170005902637, -30895.10529797629, -30895.04313440874, -30894.983357655678, -30894.925823306938]",True,2014-11,False,PeriodIndex,True,PeriodIndex,True
2015-01,2015-01-01,2015Q1,1,50,672,1,-31039.868209425455,40,2e-06,100,1.9139720078466065e-06,"[-31137.48142624945, -31053.613773307672, -31050.589076630466, -31049.02257171595, -31047.885466498057, -31046.991401816736, -31046.257727738823, -31045.638968931802, -31045.107027763126, -31044.643134813687, -31044.234024333564, -31043.8699166437, -31043.543366148006, -31043.24856054166, -31042.9808716092, -31042.736554434217, -31042.512538482126, -31042.306277983338, -31042.11564200585, -31041.93883193809, -31041.774318419248, -31041.620792390975, -31041.47712660802, -31041.342345028508, -31041.215598228442, -31041.09614348103, -31040.983328488765, -31040.87657800431, -31040.775382755906, -31040.6792902261, -31040.58789693151, -31040.500841926314, -31040.417801309428, -31040.33848355952, -31040.26262555641, -31040.189989174163, -31040.120358352826, -31040.053536572337, -31039.989344665948, -31039.92761892119, -31039.868209425455]",True,2014-12,False,PeriodIndex,True,PeriodIndex,True
2015-02,2015-02-01,2015Q1,2,50,673,1,-31084.004896490445,40,2e-06,100,1.8896055715585268e-06,"[-31116.88382537166, -31096.71009943618, -31094.35382320183, -31092.889305753815, -31091.81221851595, -31090.958994983477, -31090.254869955526, -31089.658498107452, -31089.14411936105, -31088.694356807548, -31088.296820971886, -31087.942316297038, -31087.62380853576, -31087.335789048742, -31087.073862225974, -31086.834466176457, -31086.61467706781, -31086.41206816827, -31086.224605904114, -31086.05057169298, -31085.888502168586, -31085.7371428036, -31085.59541147029, -31085.462369488378, -31085.33719839217, -31085.219181120097, -31085.107686661282, -31085.002157431234, -31084.902098821374, -31084.807070493887, -31084.716679088728, -31084.63057208077, -31084.548432579737, -31084.469974907683, -31084.39494082099, -31084.32309626972, -31084.254228606802, -31084.188144175852, -31084.124666218777, -31084.06363305478, -31084.004896490445]",True,2015-01,False,PeriodIndex,True,PeriodIndex,True
2015-03,2015-03-01,2015Q1,3,50,674,1,-31128.076283278897,40,2e-06,100,1.8860854044199935e-06,"[-31161.44153931567, -31140.787204774533, -31138.411890578354, -31136.945614639935, -31135.869128275783, -31135.016895164852, -31134.313795235612, -31133.7184087664, -31133.204961706208, -31132.75607671163, -31132.359366129218, -31132.005636066242, -31131.68785360966, -31131.40051136956, -31131.139215102252, -31130.900404489992, -31130.68115748763, -31130.47904932721, -31130.292048520812, -31130.118438638317, -31129.956758482964, -31129.805755674526, -31129.664350179624, -31129.531605337816, -31129.406704614015, -31129.28893277898, -31129.17766055111, -31129.07233197075, -31128.972453950533, -31128.87758757288, -31128.787340800696, -31128.701362339016, -31128.619336439842, -31128.54097848477, -31128.466031212152, -31128.39426148159, -31128.3254574881, -31128.25942635472, -31128.195992044653, -31128.13499354461, -31128.076283278897]",True,2015-02,False,PeriodIndex,True,PeriodIndex,True
2015-04,2015-04-01,2015Q2,1,50,675,1,-31193.64768187519,40,2e-06,100,1.8746239358019364e-06,"[-31226.603044624848, -31206.252089427573, -31203.92271604326, -31202.474679158888, -31201.40805702015, -31200.56201414415, -31199.863149392328, -31199.27083168216, -31198.75970277265, -31198.31262696839, -31197.917367569535, -31197.56483014335, -31197.248049880942, -31196.961567327344, -31196.701022652054, -31196.462880603984, -31196.244237597013, -31196.042682571933, -31195.856194290835, -31195.68306403016, -31195.521836414897, -31195.371263480913, -31195.230268557636, -31195.09791755504, -31194.973395910685, -31194.855989916075, -31194.745071468453, -31194.640085528175, -31194.540539732134, -31194.445995739217, -31194.35606197747, -31194.270387533536, -31194.188656978735, -31194.11058596772, -31194.03591747796, -31193.964418583404, -31193.895877675728, -31193.830102062013, -31193.766915880886, -31193.70615828859, -31193.64768187519]",True,2015-03,False,PeriodIndex,True,PeriodIndex,True
2015-05,2015-05-01,2015Q2,2,50,676,1,-31236.024720887424,40,2e-06,100,1.8932880995620115e-06,"[-31268.785482163214, -31248.65675319614, -31246.331043063437, -31244.883139372647, -31243.816430693252, -31242.970176058363, -31242.270940765862, -31241.678097859047, -31241.166309491102, -31240.718463153684, -31240.322343669133, -31239.96887538868, -31239.651109539573, -31239.36360023851, -31239.10199909645, -31238.86278048634, -31238.64304890219, -31238.440400054453, -31238.252818362, -31238.078599812325, -31237.916292936854, -31237.764652993137, -31237.622605948993, -31237.489219855954, -31237.363681869836, -31237.245279639897, -31237.133386114212, -31237.027447042943, -31236.92697063095, -31236.83151891693, -31236.74070054942, -31236.65416470098, -31236.57159591552, -31236.492709725226, -31236.417248905705, -31236.34498026318, -31236.275691867217, -31236.209190658486, -31236.145300373348, -31236.08385973729, -31236.024720887424]",True,2015-04,False,PeriodIndex,True,PeriodIndex,True
2015-06,2015-06-01,2015Q2,3,50,677,1,-31293.248511044643,40,2e-06,100,1.8897014913933376e-06,"[-31326.107916827146, -31305.89004696638, -31303.555427450967, -31302.10303629684, -31301.03434293471, -31300.187428604775, -31299.48819800459, -31298.895673570667, -31298.38433693273, -31297.936984802403, -31297.541357628037, -31297.18835908213, -31296.871031678536, -31296.5839267762, -31296.322696121657, -31296.083815564736, -31295.86439163663, -31295.6620222574, -31295.474694039796, -31295.300705062495, -31295.13860580953, -31294.987153341863, -31294.845275283296, -31294.712041201376, -31294.586639637862, -31294.468359508275, -31294.35657491767, -31294.25073267366, -31294.1503419482, -31294.054965664945, -31293.964213282947, -31293.877734717673, -31293.79521519458, -31293.716370871658, -31293.6409450997, -31293.56870521402, -31293.499439771374, -31293.432956161414, -31293.369078534633, -31293.3076459989, -31293.248511044643]",True,2015-05,False,PeriodIndex,True,PeriodIndex,True
2015-07,2015-07-01,2015Q3,1,50,678,1,-31341.76420373426,40,2e-06,100,1.912524350109286e-06,"[-31374.668559529273, -31354.434288839548, -31352.094390704337, -31350.640371672038, -31349.5711706503, -31348.724123642303, -31348.02486840766, -31347.432324828656, -31346.920934539732, -31346.473478538348, -31346.077691129143, -31345.724473867307, -31345.406869128892, -31345.11942933918, -31344.857808171364, -31344.618484053888, -31344.398566583506, -31344.19565708779, -31344.007745802126, -31343.83313453541, -31343.670377521554, -31343.518235522035, -31343.375639759433, -31343.24166326018, -31343.11549785866, -31342.99643557986, -31342.883853445703, -31342.77720098434, -31342.675989892545, -31342.579785426948, -31342.48819919383, -31342.400883077935, -31342.31752410485, -31342.237840072932, -31342.161575823317, -31342.08850004139, -31342.018402503345, -31341.951091696996, -31341.886392758766, -31341.824145678795, -31341.76420373426]",True,2015-06,False,PeriodIndex,True,PeriodIndex,True
2015-08,2015-08-01,2015Q3,2,50,679,1,-30964.23837073594,40,2e-06,100,1.9052634169343244e-06,"[-31042.902696211764, -30980.061989913083, -30975.787169398835, -30973.686513272427, -30972.315247134822, -30971.320289579293, -30970.546121678715, -30969.91412866579, -30969.381084389766, -30968.92130814604, -30968.51838037083, -30968.161089397374, -30967.841348195827, -30967.553066471177, -30967.291505080226, -30967.052884733137, -30966.83413527116, -30966.632726698313, -30966.44655027486, -30966.273831821825, -30966.113066701633, -30965.962969959335, -30965.82243741219, -30965.69051485324, -30965.56637339468, -30965.449289535623, -30965.33862891529, -30965.233832973718, -30965.134407928585, -30965.0399156123, -30964.949965814194, -30964.86420984844, -30964.782335126154, -30964.704060554497, -30964.6291326206, -30964.55732204497, -30964.488420910653, -30964.42224019167, -30964.358607617636, -30964.297365822742, -30964.23837073594]",True,2015-07,False,PeriodIndex,True,PeriodIndex,True
2015-09,2015-09-01,2015Q3,3,50,680,1,-31345.425709926254,40,2e-06,100,1.874396140364584e-06,"[-31386.444066642274, -31359.945097633346, -31356.36104184099, -31354.470984293534, -31353.22478138021, -31352.303901591466, -31351.575993022077, -31350.97540617451, -31350.46542347685, -31350.023558862966, -31349.63501658442, -31349.289483951834, -31348.979434124518, -31348.699168960782, -31348.444248387517, -31348.21113284905, -31347.99694901021, -31347.799329979774, -31347.61630248541, -31347.446204782464, -31347.28762539466, -31347.13935642171, -31347.000357314726, -31346.869726352546, -31346.746677898205, -31346.63052406833, -31346.52065982073, -31346.41655072283, -31346.317722845262, -31346.223754356033, -31346.134268486952, -31346.0489276156, -31345.96742826032, -31345.88949682709, -31345.814885979235, -31345.74337152557, -31345.67474974249, -31345.60883506081, -31345.54545806044, -31345.484463726287, -31345.425709926254]",True,2015-08,False,PeriodIndex,True,PeriodIndex,True
2015-10,2015-10-01,2015Q4,1,50,681,1,-31401.04226958102,40,2e-06,100,1.8731428797855067e-06,"[-31433.379025212693, -31413.44295440436, -31411.14485933054, -31409.71851127649, -31408.67105111846, -31407.84206864694, -31407.158279353298, -31406.579221785396, -31406.07973146249, -31405.64286252185, -31405.256552284856, -31404.911861046632, -31404.60195958579, -31404.32150646956, -31404.066244338836, -31403.83272689089, -31403.61812783243, -31403.420103391058, -31403.236691035425, -31403.06623338681, -31402.90732008866, -31402.758742746864, -31402.61945955646, -31402.488567220065, -31402.365278431695, -31402.248903660628, -31402.138836294056, -31402.034540429588, -31401.93554077654, -31401.841414249648, -31401.751782930834, -31401.666308144697, -31401.584685446367, -31401.506640361124, -31401.43192474715, -31401.360313677116, -31401.291602754205, -31401.2256057933, -31401.162152810608, -31401.101088274852, -31401.04226958102]",True,2015-09,False,PeriodIndex,True,PeriodIndex,True
2015-11,2015-11-01,2015Q4,2,50,682,1,-31449.103656665007,40,2e-06,100,1.8659129606461186e-06,"[-31481.645832517526, -31461.53516703264, -31459.22518742325, -31457.791522066844, -31456.739144163424, -31455.906688664247, -31455.22039383325, -31454.63951836794, -31454.138715302684, -31453.700912004202, -31453.31395426531, -31452.968834616047, -31452.658672779064, -31452.378088360463, -31452.122793981704, -31451.88932003812, -31451.674822045097, -31451.476941966623, -31451.29370605181, -31451.123448078135, -31450.964750710333, -31450.81640004718, -31450.67734994259, -31450.546693685275, -31450.42364129483, -31450.307501157222, -31450.197665049862, -31450.093595840135, -31449.99481731182, -31449.900905698567, -31449.81148259726, -31449.726209004475, -31449.644780272778, -31449.566921824815, -31449.49238549536, -31449.42094639613, -31449.352400218115, -31449.28656090175, -31449.22325861752, -31449.162338009868, -31449.103656665007]",True,2015-10,False,PeriodIndex,True,PeriodIndex,True
2015-12,2015-12-01,2015Q4,3,50,683,1,-31508.640247081967,40,2e-06,100,1.876734861397518e-06,"[-31541.16009854697, -31521.036537326436, -31518.73933495384, -31517.31334726361, -31516.2662800181, -31515.437790782078, -31514.754579638236, -31514.17615116608, -31513.67730775235, -31513.241076733393, -31512.85537561096, -31512.511250946955, -31512.201864645787, -31511.921870113045, -31511.667007587548, -31511.43383037115, -31511.21951320194, -31511.021714325776, -31510.8384738861, -31510.668137589673, -31510.509298394616, -31510.36075131824, -31510.22145796821, -31510.090518393492, -31509.967148521486, -31509.850661911016, -31509.7404548758, -31509.635994266293, -31509.536807366756, -31509.442473489267, -31509.352616939068, -31509.266901095856, -31509.185023408896, -31509.106711144937, -31509.031717759673, -31508.959819788317, -31508.890814170525, -31508.82451594035, -31508.760756224394, -31508.699380501042, -31508.640247081967]",True,2015-11,False,PeriodIndex,True,PeriodIndex,True
2016-01,2016-01-01,2016Q1,1,50,684,1,-31549.08763097936,40,2e-06,100,1.8892590339525936e-06,"[-31581.571128443975, -31561.507731881466, -31559.209561227224, -31557.782754076652, -31556.735023098685, -31555.905966803955, -31555.222223629644, -31554.64326487764, -31554.14387780607, -31553.707083961996, -31553.320799665093, -31552.976072539343, -31552.66606661094, -31552.385437859502, -31552.12992923149, -31551.896096700268, -31551.681117549284, -31551.482652397543, -31551.298743568397, -31551.12773874889, -31550.968232679967, -31550.819021971594, -31550.67906964412, -31550.5474769909, -31550.4234610279, -31550.306336259142, -31550.195499812435, -31550.09041923305, -31549.990622391884, -31549.895689090034, -31549.805244033792, -31549.718950925006, -31549.636507464475, -31549.557641107465, -31549.48210544209, -31549.409677086216, -31549.340153018104, -31549.273348271632, -31549.209093939036, -31549.147235434484, -31549.08763097936]",True,2015-12,False,PeriodIndex,True,PeriodIndex,True
2016-02,2016-02-01,2016Q1,2,50,685,1,-31615.85895026142,40,2e-06,100,1.8837895857573704e-06,"[-31648.48451839128, -31628.31196446759, -31626.00545885026, -31624.576966243116, -31623.528260939853, -31622.698084792915, -31622.013019524384, -31621.432608413714, -31620.931714177823, -31620.49341578953, -31620.105668989905, -31619.759546748035, -31619.448228224042, -31619.16637737016, -31618.909740192008, -31618.674872420048, -31618.458948932082, -31618.259626577565, -31618.07494310237, -31617.9032411921, -31617.743110424635, -31617.593342261793, -31617.452894706912, -31617.320864241152, -31617.196463317247, -31617.079002148363, -31616.967873853075, -31616.86254224857, -31616.762531752054, -31616.66741897426, -31616.576825681077, -31616.490412869054, -31616.40787575342, -31616.328939508174, -31616.25335562942, -31616.180898817784, -31616.1113642953, -31616.044565487628, -31615.980332014784, -31615.918507943352, -31615.85895026142]",True,2016-01,False,PeriodIndex,True,PeriodIndex,True
2016-03,2016-03-01,2016Q1,3,50,686,1,-31670.801121204473,40,2e-06,100,1.8767188129018722e-06,"[-31703.392283025125, -31683.24389842583, -31680.94728792091, -31679.52067345679, -31678.47212590921, -31677.64164196731, -31676.956140752212, -31676.37527740629, -31675.87395634747, -31675.43527237003, -31675.04718632708, -31674.70077154675, -31674.389205373685, -31674.107148965402, -31673.850345135386, -31673.615346317925, -31673.39932414255, -31673.199932337826, -31673.015205697408, -31672.843484143068, -31672.683354684857, -31672.533606412748, -31672.393195149714, -31672.261215380626, -31672.136877736757, -31672.01949077446, -31671.90844610949, -31671.80320619929, -31671.703294233812, -31671.608285718594, -31671.51780142652, -31671.4315014638, -31671.349080249252, -31671.270262246027, -31671.194798317298, -31671.122462601495, -31671.05304982269, -31670.98637296672, -31670.922261266365, -31670.86055844853, -31670.801121204473]",True,2016-02,False,PeriodIndex,True,PeriodIndex,True
2016-04,2016-04-01,2016Q2,1,50,687,1,-31665.592884232454,41,2e-06,100,1.8723101525014795e-06,"[-31700.75481477117, -31678.34851370391, -31676.01741319684, -31674.571301004133, -31673.507984337575, -31672.66514303239, -31671.968735554292, -31671.37794969647, -31670.867440755137, -31670.420159983107, -31670.023978820896, -31669.669910381348, -31669.351088384872, -31669.062140332433, -31668.798781729995, -31668.557541991708, -31668.335572785832, -31668.130510171155, -31667.94037306065, -31667.76348694034, -31667.598425583867, -31667.443965862367, -31667.299052258782, -31667.16276868798, -31667.034315894176, -31666.912993158476, -31666.798183374143, -31666.689340779325, -31666.585980805496, -31666.48767162414, -31666.394027066748, -31666.304700663008, -31666.2193805953, -31666.137785408453, -31666.059660345512, -31665.984774205077, -31665.912916635258, -31665.843895794842, -31665.777536324673, -31665.713677582014, -31665.652172099, -31665.592884232454]",True,2016-03,False,PeriodIndex,True,PeriodIndex,True
