state_period,global,demand,financial,housing,labor,prices,real_activity,vintage_period,target_quarter,state_kind
2025-05,-0.06222869243808419,-0.8163473266108543,0.22193418558094463,0.06014851079662648,0.05565255211776353,-0.358139762709497,-0.09527216617144797,2025-06,2025Q2,current_smoothed
2025-04,-0.1978175179398461,-0.22188461305293333,0.06729321886734375,0.3911882610854414,-0.24360520043152295,1.0684785777017671,-0.9136845887540146,2025-06,2025Q2,previous_vintage_smoothed
2025-06,-0.2431512319460599,-0.0302848305290361,-0.09798616750872212,0.3065515965094165,0.08613239217874552,0.8226321223254841,0.24959112901297303,2025-07,2025Q3,current_smoothed
2025-05,-0.06222869243808419,-0.8163473266108543,0.22193418558094463,0.06014851079662648,0.05565255211776353,-0.358139762709497,-0.09527216617144797,2025-07,2025Q3,previous_vintage_smoothed
2025-07,-0.19587403206660212,-0.117305351335569,0.0347095139619567,0.485923116598922,-0.2625335586093947,-0.4168166641502931,-0.16756591716959898,2025-08,2025Q3,current_smoothed
2025-06,-0.2431512319460599,-0.0302848305290361,-0.09798616750872212,0.3065515965094165,0.08613239217874552,0.8226321223254841,0.24959112901297303,2025-08,2025Q3,previous_vintage_smoothed
2025-08,-0.2662476004549018,0.15661255660312814,-0.15584242415536828,0.20563727842095353,-0.2432619909486258,0.685287585307131,0.4910192503409568,2025-09,2025Q3,current_smoothed
2025-07,-0.19587403206660212,-0.117305351335569,0.0347095139619567,0.485923116598922,-0.2625335586093947,-0.4168166641502931,-0.16756591716959898,2025-09,2025Q3,previous_vintage_smoothed
2025-09,-0.49475901833369823,-0.021914181727534184,-0.445769589169658,0.1893165804714018,-0.18776635165183864,-0.05908649995907644,-0.10234106607002152,2025-10,2025Q4,current_smoothed
2025-08,-0.2662476004549018,0.15661255660312814,-0.15584242415536828,0.20563727842095353,-0.2432619909486258,0.685287585307131,0.4910192503409568,2025-10,2025Q4,previous_vintage_smoothed
2025-10,-0.04715203264957809,0.00945284507927903,-0.44063577096397855,0.16932516783793544,-0.1369446792187394,-0.07429073118090485,0.009791486799909915,2025-11,2025Q4,current_smoothed
2025-09,-0.49475901833369823,-0.021914181727534184,-0.445769589169658,0.1893165804714018,-0.18776635165183864,-0.05908649995907644,-0.10234106607002152,2025-11,2025Q4,previous_vintage_smoothed
2025-11,-0.15851924152907315,0.020416845230435014,-0.1340004003138466,0.14322979664453717,0.092015433737611,0.09876497306398153,-0.019342745106299686,2025-12,2025Q4,current_smoothed
2025-10,-0.04715203264957809,0.00945284507927903,-0.44063577096397855,0.16932516783793544,-0.1369446792187394,-0.07429073118090485,0.009791486799909915,2025-12,2025Q4,previous_vintage_smoothed
2025-12,-0.1633834042052184,-0.007305199685273525,-0.3318950835322297,0.16259827303530455,-0.14200151228036076,-0.305305732016897,0.2522409296750699,2026-01,2026Q1,current_smoothed
2025-11,-0.15851924152907315,0.020416845230435014,-0.1340004003138466,0.14322979664453717,0.092015433737611,0.09876497306398153,-0.019342745106299686,2026-01,2026Q1,previous_vintage_smoothed
2026-01,0.3146249673738491,0.024940017455834518,-0.23352047199157355,0.4544036096624169,-0.048270846540057595,-0.6519523080956479,0.36193243966621197,2026-02,2026Q1,current_smoothed
2025-12,-0.1633834042052184,-0.007305199685273525,-0.3318950835322297,0.16259827303530455,-0.14200151228036076,-0.305305732016897,0.2522409296750699,2026-02,2026Q1,previous_vintage_smoothed
